Code,Name,Country,Exchange,Currency,Type,Isin
MFH,Mercurity Fintech Holding Inc ADR,USA,NASDAQ,USD,Common Stock,US58936H1095
MFIC,MidCap Financial Investment Corporation,USA,NASDAQ,USD,Common Stock,
MFIN,Medallion Financial Corp,USA,NASDAQ,USD,Common Stock,US5839281061
MFLX,First Trust Flexible Municipal High Income ETF,USA,NASDAQ,USD,ETF,US33740F5089
MGAM,Mobile Global Esports Inc.,USA,NASDAQ,USD,Common Stock,
MGEE,MGE Energy Inc,USA,NASDAQ,USD,Common Stock,US55277P1049
MGIC,Magic Software Enterprises Ltd,USA,NASDAQ,USD,Common Stock,IL0010823123
MGIH,Millennium Group International Holdings Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,KYG6169A1040
MGNI,Magnite Inc,USA,NASDAQ,USD,Common Stock,US55955D1000
MGNX,MacroGenics Inc,USA,NASDAQ,USD,Common Stock,US5560991094
MGOL,MGO Global Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
MGPI,MGP Ingredients Inc,USA,NASDAQ,USD,Common Stock,US55303J1060
MGRC,McGrath RentCorp,USA,NASDAQ,USD,Common Stock,US5805891091
MGRM,Monogram Orthopaedics Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
MGRX,Mangoceuticals Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
MGTX,MeiraGTx Holdings PLC,USA,NASDAQ,USD,Common Stock,KYG596651029
MGYR,Magyar Bancorp Inc,USA,NASDAQ,USD,Common Stock,US55977T2087
MHLD,Maiden Holdings Ltd,USA,NASDAQ,USD,Common Stock,BMG5753U1128
MHUA,Meihua International Medical Technologies Co Ltd,USA,NASDAQ,USD,Common Stock,KYG5966G1082
MICS,The Singing Machine Company Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US8293224031
MIDD,Middleby Corp,USA,NASDAQ,USD,Common Stock,US5962781010
MIGI,Mawson Infrastructure Group Inc,USA,NASDAQ,USD,Common Stock,US57778N2080
MILN,Global X Millennials Consumer ETF,USA,NASDAQ,USD,ETF,US37954Y7647
MIND,Mind Technology Inc,USA,NASDAQ,USD,Common Stock,US6025661017
MINDP,Mind Technology Inc Pref A,USA,NASDAQ,USD,Preferred Stock,US6025662007
MINM,Minim Inc,USA,NASDAQ,USD,Common Stock,US60365W1027
MIR-WT,Mirion Technologies Inc.,USA,NASDAQ,USD,Common Stock,
MIRA,MIRA Pharmaceuticals Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
MIRM,Mirum Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US6047491013
MIRO,Miromatrix Medical Inc,USA,NASDAQ,USD,Common Stock,US60471P1084
MIST,Milestone Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,CA59935V1076
MITA,Coliseum Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG2263T1233
MITAU,Coliseum Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG2263T1159
MITAW,Coliseum Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
MITK,Mitek Systems Inc,USA,NASDAQ,USD,Common Stock,US6067102003
MKAM,MKAM ETF,USA,NASDAQ,USD,ETF,US02072L4905
MKSI,MKS Instruments Inc,USA,NASDAQ,USD,Common Stock,US55306N1046
MKTW,Marketwise Inc,USA,NASDAQ,USD,Common Stock,US57064P1075
MKTX,MarketAxess Holdings Inc,USA,NASDAQ,USD,Common Stock,US57060D1081
MKUL,Molekule Group Inc.,USA,NASDAQ,USD,Common Stock,
MLAB,Mesa Laboratories Inc,USA,NASDAQ,USD,Common Stock,US59064R1095
MLCO,Melco Resorts & Entertainment Ltd,USA,NASDAQ,USD,Common Stock,US5854641009
MLEC,Moolec Science SA Ordinary Shares,USA,NASDAQ,USD,Common Stock,
MLECW,Moolec Science SA Warrant,USA,NASDAQ,USD,Common Stock,
MLGO,MicroAlgo Inc.,USA,NASDAQ,USD,Common Stock,
MLKN,MillerKnoll Inc,USA,NASDAQ,USD,Common Stock,US6005441000
MLTX,MoonLake Immunotherapeutics,USA,NASDAQ,USD,Common Stock,
MLYS,Mineralys Therapeutics Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
MMAT,Meta Materials Inc,USA,NASDAQ,USD,Common Stock,US59134N1046
MMLP,Martin Midstream Partners LP,USA,NASDAQ,USD,Common Stock,US5733311055
MMMB,MamaMancini's Holdings Inc,USA,NASDAQ,USD,Common Stock,US56146T1034
MMSI,Merit Medical Systems Inc,USA,NASDAQ,USD,Common Stock,US5898891040
MMV,MultiMetaVerse Holdings Limited,USA,NASDAQ,USD,Common Stock,
MMVWW,MultiMetaVerse Holdings Limited,USA,NASDAQ,USD,Common Stock,
MMYT,MakeMyTrip Limited,USA,NASDAQ,USD,Common Stock,MU0295S00016
MNDO,MIND CTI Ltd,USA,NASDAQ,USD,Common Stock,IL0010851827
MNDY,Monday.Com Ltd,USA,NASDAQ,USD,Common Stock,IL0011762130
MNKD,MannKind Corp,USA,NASDAQ,USD,Common Stock,US56400P7069
MNMD,Mind Medicine Inc,USA,NASDAQ,USD,Common Stock,CA60255C1095
MNOV,MediciNova Inc,USA,NASDAQ,USD,Common Stock,US58468P2065
MNPR,Monopar Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US61023L1089
MNRO,Monro Muffler Brake Inc,USA,NASDAQ,USD,Common Stock,US6102361010
MNSB,Mainstreet Bank,USA,NASDAQ,USD,Common Stock,US56064Y1001
MNSBP,MainStreet Bancshares Inc,USA,NASDAQ,USD,Preferred Stock,
MNST,Monster Beverage Corp,USA,NASDAQ,USD,Common Stock,US61174X1090
MNTK,Montauk Renewables Inc,USA,NASDAQ,USD,Common Stock,US61218C1036
MNTS,Momentus Inc,USA,NASDAQ,USD,Common Stock,US60879E1010
MNTSW,Momentus Inc,USA,NASDAQ,USD,Common Stock,
MNTX,Manitex International Inc,USA,NASDAQ,USD,Common Stock,US5634201082
MNYWW,MoneyHero Limited Warrants,USA,NASDAQ,USD,Common Stock,
MOB,Mobilicom Limited American Depositary Shares,USA,NASDAQ,USD,Common Stock,
MOBBW,Mobilicom Limited Warrants,USA,NASDAQ,USD,Common Stock,
MOBQ,Mobiquity Technologies Inc,USA,NASDAQ,USD,Common Stock,US60743F5089
MOBQW,Mobiquity Technologies Inc. Warrant,USA,NASDAQ,USD,Common Stock,
MOBV,Mobiv Acquisition Corp,USA,NASDAQ,USD,Common Stock,
MOBVU,Mobiv Acquisition Corp,USA,NASDAQ,USD,Common Stock,
MOBVW,Mobiv Acquisition Corp,USA,NASDAQ,USD,Common Stock,
MODD,Modular Medical Inc,USA,NASDAQ,USD,Common Stock,US60785L2079
MODL,VictoryShares WestEnd U.S. Sector ETF,USA,NASDAQ,USD,ETF,US92647P1268
MODV,ModivCare Inc,USA,NASDAQ,USD,Common Stock,US60783X1046
MOFG,MidWestOne Financial Group Inc,USA,NASDAQ,USD,Common Stock,US5985111039
MOGO,Mogo Inc,USA,NASDAQ,USD,Common Stock,CA60800C1095
MOLN,Molecular Partners AG ADR,USA,NASDAQ,USD,Common Stock,US60853G1067
MOMO,Hello Group Inc,USA,NASDAQ,USD,Common Stock,US4234031049
MOND,Mondee Holdings Inc.,USA,NASDAQ,USD,Common Stock,
MOR,MorphoSys AG ADR,USA,NASDAQ,USD,Common Stock,US6177602025
MORF,Morphic Holding Inc,USA,NASDAQ,USD,Common Stock,US61775R1059
MORN,Morningstar Inc,USA,NASDAQ,USD,Common Stock,US6177001095
MOTS,Motus GI Holdings Inc,USA,NASDAQ,USD,Common Stock,US62014P1084
MOVE,Movano Inc,USA,NASDAQ,USD,Common Stock,US62459M1071
MOXC,Moxian Inc,USA,NASDAQ,USD,Common Stock,VGG6S34K1052
MPAA,Motorcar Parts of America Inc,USA,NASDAQ,USD,Common Stock,US6200711009
MPB,Mid Penn Bancorp,USA,NASDAQ,USD,Common Stock,US59540G1076
MPWR,Monolithic Power Systems Inc,USA,NASDAQ,USD,Common Stock,US6098391054
MQ,Marqeta Inc,USA,NASDAQ,USD,Common Stock,US57142B1044
MRAI,Marpai Inc,USA,NASDAQ,USD,Common Stock,US5713541093
MRAM,Everspin Technologies Inc,USA,NASDAQ,USD,Common Stock,US30041T1043
MRBK,Meridian Bank,USA,NASDAQ,USD,Common Stock,US58958P1049
MRCC,Monroe Capital Corp,USA,NASDAQ,USD,Common Stock,US6103351010
MRCY,Mercury Systems Inc,USA,NASDAQ,USD,Common Stock,US5893781089
MREO,Mereo BioPharma Group PLC ADR,USA,NASDAQ,USD,Common Stock,US5894921072
MRIN,Marin Software Inc,USA,NASDAQ,USD,Common Stock,US56804T2050
MRKR,Marker Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US57055L1070
MRM,Medirom Healthcare Technologies Inc,USA,NASDAQ,USD,Common Stock,US58510H1032
MRNA,Moderna Inc,USA,NASDAQ,USD,Common Stock,US60770K1079
MRND,IQ U.S. Mid Cap R&D Leaders ETF,USA,NASDAQ,USD,ETF,US45409B2714
MRNS,Marinus Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US56854Q2003
MRSN,Mersana Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US59045L1061
MRTN,Marten Transport Ltd,USA,NASDAQ,USD,Common Stock,US5730751089
MRTX,Mirati Ther,USA,NASDAQ,USD,Common Stock,US60468T1051
MRUS,Merus BV,USA,NASDAQ,USD,Common Stock,NL0011606264
MRVI,Maravai Lifesciences Holdings Inc,USA,NASDAQ,USD,Common Stock,US56600D1072
MRVL,Marvell Technology Group Ltd,USA,NASDAQ,USD,Common Stock,US5738741041
MS-PO,Morgan Stanley,USA,NASDAQ,USD,Preferred Stock,
MSBI,Midland States Bancorp Inc,USA,NASDAQ,USD,Common Stock,US5977421057
MSBIP,Midland States Bancorp Inc,USA,NASDAQ,USD,Common Stock,
MSEX,Middlesex Water Company,USA,NASDAQ,USD,Common Stock,US5966801087
MSFD,Direxion Daily MSFT Bear 1X Shares,USA,NASDAQ,USD,ETF,US25461A4031
MSFIX,The Multi-Strategy Growth & Income Fund,USA,NASDAQ,USD,FUND,
MSFT,Microsoft Corporation,USA,NASDAQ,USD,Common Stock,US5949181045
MSFU,Direxion Daily MSFT Bull 1.5X Shares,USA,NASDAQ,USD,ETF,US25461A8669
MSGM,Motorsport Gaming Us LLC,USA,NASDAQ,USD,Common Stock,US62011B1026
MSS,Maison Solutions Inc,USA,NASDAQ,USD,Common Stock,
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,USA,NASDAQ,USD,Common Stock,KYG6053N1051
MSSAR,Metal Sky Star Acquisition Corporation Right,USA,NASDAQ,USD,Common Stock,
MSSAU,Metal Sky Star Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG6053N1390
MSSAW,Metal Sky Star Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
MSTR,MicroStrategy Incorporated,USA,NASDAQ,USD,Common Stock,US5949724083
MSVB,Mid-Southern Bancorp Inc,USA,NASDAQ,USD,Common Stock,US59548Q1076
MTC,MMTEC Inc,USA,NASDAQ,USD,Common Stock,VGG6181K1066
MTCH,Match Group Inc,USA,NASDAQ,USD,Common Stock,US57667L1070
MTEK,Maris Tech Ltd,USA,NASDAQ,USD,Common Stock,IL0011789042
MTEKW,Maris-Tech Ltd. Warrants,USA,NASDAQ,USD,Common Stock,
MTEM,Molecular Templates Inc,USA,NASDAQ,USD,Common Stock,US6085501095
MTEX,Mannatech Incorporated,USA,NASDAQ,USD,Common Stock,US5637712036
MTLS,Materialise NV,USA,NASDAQ,USD,Common Stock,US57667T1007
MTRX,Matrix Service Co,USA,NASDAQ,USD,Common Stock,US5768531056
MTRY,Monterey Bio Acquisition Corp,USA,NASDAQ,USD,Common Stock,US61240F1084
MTRYU,Monterey Bio Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US61240F2074
MTRYW,Monterey Bio Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
MTSI,MACOM Technology Solutions Holdings Inc,USA,NASDAQ,USD,Common Stock,US55405Y1001
MTTR,Matterport Inc,USA,NASDAQ,USD,Common Stock,US5770961002
MU,Micron Technology Inc,USA,NASDAQ,USD,Common Stock,US5951121038
MULN,Mullen Automotive Inc.,USA,NASDAQ,USD,Common Stock,US62526P1093
MVBF,MVB Financial Corp,USA,NASDAQ,USD,Common Stock,US5538101024
MVIS,Microvision Inc,USA,NASDAQ,USD,Common Stock,US5949603048
MVLA,Movella Holdings Inc.,USA,NASDAQ,USD,Common Stock,
MVLAW,Movella Holdings Inc.,USA,NASDAQ,USD,Common Stock,
MVST,Microvast Holdings Inc,USA,NASDAQ,USD,Common Stock,US59516C1062
MVSTW,Microvast Holdings Inc,USA,NASDAQ,USD,Common Stock,
MXCT,MaxCyte Inc,USA,NASDAQ,USD,Common Stock,US57777K1060
MXL,MaxLinear Inc,USA,NASDAQ,USD,Common Stock,US57776J1007
MYFW,First Western Financial Inc,USA,NASDAQ,USD,Common Stock,US33751L1052
MYGN,Myriad Genetics Inc,USA,NASDAQ,USD,Common Stock,US62855J1043
MYMD,MyMD Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US62856X1028
MYNA,Mynaric AG ADR,USA,NASDAQ,USD,Common Stock,US62857X1019
MYNZ,Mainz Biomed BV,USA,NASDAQ,USD,Common Stock,NL0015000LC2
MYPS,Playstudios Inc,USA,NASDAQ,USD,Common Stock,US72815G1085
MYPSW,PLAYSTUDIOS Inc,USA,NASDAQ,USD,Common Stock,
MYRG,MYR Group Inc,USA,NASDAQ,USD,Common Stock,US55405W1045
MYSZ,My Size Inc,USA,NASDAQ,USD,Common Stock,US62844N2080
NA,Nano Labs Ltd (NA),USA,NASDAQ,USD,Common Stock,
NAAS,Naas Technology Inc ADR,USA,NASDAQ,USD,Common Stock,US62955X1028
NAII,Natural Alternatives International,USA,NASDAQ,USD,Common Stock,US6388423021
NAMS,NewAmsterdam Pharma Company N.V.,USA,NASDAQ,USD,Common Stock,
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,USA,NASDAQ,USD,Common Stock,
NAOV,NanoVibronix Inc,USA,NASDAQ,USD,Common Stock,US63008J1088
NARI,Inari Medical Inc,USA,NASDAQ,USD,Common Stock,US45332Y1091
NATH,Nathans Famous Inc,USA,NASDAQ,USD,Common Stock,US6323471002
NATI,National Instruments Corporation,USA,NASDAQ,USD,Common Stock,US6365181022
NATR,Natures Sunshine Products Inc,USA,NASDAQ,USD,Common Stock,US6390271012
NAUT,Nautilus Biotechnology Inc,USA,NASDAQ,USD,Common Stock,US63909J1088
NAVI,Navient Corp,USA,NASDAQ,USD,Common Stock,US63938C1080
NB,NioCorp Developments Ltd. Common Stock,USA,NASDAQ,USD,Common Stock,
NBIX,Neurocrine Biosciences Inc,USA,NASDAQ,USD,Common Stock,US64125C1099
NBN,Northeast Bancorp,USA,NASDAQ,USD,Common Stock,US66405S1006
NBRV,Nabriva Therapeutics AG,USA,NASDAQ,USD,Common Stock,IE00BL53QQ85
NBSE,NeuBase Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US64132K1025
NBST,Newbury Street Acquisition Corp,USA,NASDAQ,USD,Common Stock,US65101L1044
NBSTU,Newbury Street Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US65101L2034
NBSTW,Newbury Street Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
NBTB,NBT Bancorp Inc,USA,NASDAQ,USD,Common Stock,US6287781024
NBTX,Nanobiotix,USA,NASDAQ,USD,Common Stock,US63009J1079
NCAC,Newcourt Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG6448C1033
NCACU,Newcourt Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG6448C1116
NCACW,Newcourt Acquisition Corp Warrant,USA,NASDAQ,USD,Common Stock,
NCMI,National CineMedia Inc,USA,NASDAQ,USD,Common Stock,US6353091076
NCNA,NuCana PLC,USA,NASDAQ,USD,Common Stock,US67022C1062
NCNC,noco-noco Inc. Ordinary Share,USA,NASDAQ,USD,Common Stock,
NCNCW,noco-noco Inc. Warrant,USA,NASDAQ,USD,Common Stock,
NCNO,nCino Inc,USA,NASDAQ,USD,Common Stock,US63947X1019
NCPL,Netcapital Inc,USA,NASDAQ,USD,Common Stock,US64113L1035
NCPLW,Netcapital Inc,USA,NASDAQ,USD,Common Stock,
NCRA,Nocera Inc,USA,NASDAQ,USD,Common Stock,US6551865008
NCSM,NCS Multistage Holdings Inc,USA,NASDAQ,USD,Common Stock,US6288772014
NCTY,The9 Ltd ADR,USA,NASDAQ,USD,Common Stock,US88337K3023
NDAQ,Nasdaq Inc,USA,NASDAQ,USD,Common Stock,US6311031081
NDLS,Noodles & Company,USA,NASDAQ,USD,Common Stock,US65540B1052
NDRA,ENDRA Life Sciences Inc,USA,NASDAQ,USD,Common Stock,US29273B1044
NDSN,Nordson Corporation,USA,NASDAQ,USD,Common Stock,US6556631025
NECB,Northeast Community Bancorp Inc,USA,NASDAQ,USD,Common Stock,US6641211007
NEGG,Newegg Commerce Inc,USA,NASDAQ,USD,Common Stock,VGG6483G1000
NEO,NeoGenomics Inc,USA,NASDAQ,USD,Common Stock,US64049M2098
NEOG,Neogen Corporation,USA,NASDAQ,USD,Common Stock,US6404911066
NEON,Neonode Inc,USA,NASDAQ,USD,Common Stock,US64051M7092
NEOV,NeoVolta Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
NEOVW,NeoVolta Inc. Warrant,USA,NASDAQ,USD,Common Stock,
NEPH,Nephros Inc,USA,NASDAQ,USD,Common Stock,US6406714005
NEPT,Neptune Wellness Solutions Inc,USA,NASDAQ,USD,Common Stock,CA64079L1058
NERV,Minerva Neurosciences Inc,USA,NASDAQ,USD,Common Stock,US6033802058
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
NETDU,Nabors Energy Transition Corp. II Unit,USA,NASDAQ,USD,Unit,
NETDW,Nabors Energy Transition Corp. II Warrant,USA,NASDAQ,USD,Common Stock,
NEWT,Newtek Business Services Corp,USA,NASDAQ,USD,Common Stock,US6525262035
NEXI,Neximmune Inc,USA,NASDAQ,USD,Common Stock,US65344D1090
NEXT,Nextdecade Corp,USA,NASDAQ,USD,Common Stock,US65342K1051
NFBK,Northfield Bancorp Inc,USA,NASDAQ,USD,Common Stock,US66611T1088
NFE,New Fortress Energy LLC,USA,NASDAQ,USD,Common Stock,US6443931000
NFLX,Netflix Inc,USA,NASDAQ,USD,Common Stock,US64110L1061
NFTG,The NFT Gaming Company Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
NFTY,First Trust India NIFTY 50 Equal Weight ETF,USA,NASDAQ,USD,ETF,US33737J8027
NFYS-UN,Enphys Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
NGM,NGM Biopharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US62921N1054
NGMS,Neogames SA,USA,NASDAQ,USD,Common Stock,LU2263803020
NHTC,Natural Health Trend,USA,NASDAQ,USD,Common Stock,US63888P4063
NICE,Nice Ltd ADR,USA,NASDAQ,USD,Common Stock,US6536561086
NICHX,Variant Alternative Income Fund LP,USA,NASDAQ,USD,FUND,
NICK,Nicholas Financial Inc,USA,NASDAQ,USD,Common Stock,CA65373J2092
NIKL,Sprott Nickel Miners ETF,USA,NASDAQ,USD,ETF,US85208P6007
NIOBW,NioCorp Developments Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
NIR,Near Intelligence Inc.,USA,NASDAQ,USD,Common Stock,
NIRWW,Near Intelligence Inc.,USA,NASDAQ,USD,Common Stock,
NISN,Nisun International Enterprise Development Group Co Ltd,USA,NASDAQ,USD,Common Stock,VGG6593L1067
NIU,Niu Technologies,USA,NASDAQ,USD,Common Stock,US65481N1000
NKGN,NKGen Biotech Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
NKGNW,NKGen Biotech Inc. Warrants,USA,NASDAQ,USD,Common Stock,
NKLA,Nikola Corp,USA,NASDAQ,USD,Common Stock,US6541101050
NKSH,National Bankshares Inc,USA,NASDAQ,USD,Common Stock,US6348651091
NKTR,Nektar Therapeutics,USA,NASDAQ,USD,Common Stock,US6402681083
NKTX,Nkarta Inc,USA,NASDAQ,USD,Common Stock,US65487U1088
NLSP,NLS Pharmaceutics AG,USA,NASDAQ,USD,Common Stock,CH0523961370
NLSPW,NLS Pharmaceutics AG,USA,NASDAQ,USD,Common Stock,
NLTX,Neoleukin Therapeutics,USA,NASDAQ,USD,Common Stock,US64049K1043
NMFC,New Mountain Finance Corporation,USA,NASDAQ,USD,Common Stock,US6475511001
NMIH,NMI Holdings Inc,USA,NASDAQ,USD,Common Stock,US6292093050
NMRA,Neumora Therapeutics Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
NMRD,Nemaura Medical Inc,USA,NASDAQ,USD,Common Stock,US6404422080
NMRK,Newmark Group Inc,USA,NASDAQ,USD,Common Stock,US65158N1028
NMTC,Neuroone Medical Technologies Corp,USA,NASDAQ,USD,Common Stock,US64130M2098
NN,Nextnav Acquisition Corp,USA,NASDAQ,USD,Common Stock,US65345N1063
NNAG,99 Acquisition Group Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
NNAGR,99 Acquisition Group Inc. Right,USA,NASDAQ,USD,Common Stock,
NNAGU,99 Acquisition Group Inc. Unit,USA,NASDAQ,USD,Unit,
NNAGW,99 Acquisition Group Inc. Warrant,USA,NASDAQ,USD,Common Stock,
NNAVW,NextNav Inc. Warrant,USA,NASDAQ,USD,Common Stock,
NNBR,NN Inc,USA,NASDAQ,USD,Common Stock,US6293371067
NNDM,Nano Dimension Ltd,USA,NASDAQ,USD,Common Stock,US63008G2030
NNOX,Nano X Imaging Ltd,USA,NASDAQ,USD,Common Stock,IL0011681371
NODK,NI Holdings Inc,USA,NASDAQ,USD,Common Stock,US65342T1060
NOGN,Nogin Inc.,USA,NASDAQ,USD,Common Stock,
NOGNW,Nogin Inc.,USA,NASDAQ,USD,Common Stock,
NOTV,Inotiv Inc,USA,NASDAQ,USD,Common Stock,US45783Q1004
NOVT,Novanta Inc,USA,NASDAQ,USD,Common Stock,CA67000B1040
NOVV,Nova Vision Acquisition Corp,USA,NASDAQ,USD,Common Stock,VGG6759A1003
NOVVR,Nova Vision Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
NOVVU,Nova Vision Acquisition Corp Unit,USA,NASDAQ,USD,Unit,VGG6759A1268
NOVVW,Nova Vision Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
NPAB,New Providence Acquisition II Corp,USA,NASDAQ,USD,Common Stock,US64823D1028
NPABU,New Providence Acquisition II Corp Unit,USA,NASDAQ,USD,Unit,US64823D2018
NPABW,New Providence Acquisition Corp. II Warrant,USA,NASDAQ,USD,Common Stock,
NPCE,Neuropace Inc,USA,NASDAQ,USD,Common Stock,US6412881053
NRAC,Noble Rock Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG6546R1011
NRACU,Noble Rock Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG6546R1276
NRACW,Noble Rock Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
NRBO,Neurobo Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US64132R1077
NRC,National Research Corp,USA,NASDAQ,USD,Common Stock,US6373722023
NRDS,Nerdwallet Inc,USA,NASDAQ,USD,Common Stock,US64082B1026
NRIM,Northrim BanCorp Inc,USA,NASDAQ,USD,Common Stock,US6667621097
NRIX,Nurix Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US67080M1036
NRSAX,NexPoint Real Estate Strategies Fund Cla,USA,NASDAQ,USD,FUND,
NRSCX,NexPoint Real Estate Strategies Fund Cla,USA,NASDAQ,USD,FUND,
NRSN,Neurosense Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,IL0011809592
NRSNW,NeuroSense Therapeutics Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
NRSZX,NexPoint Real Estate Strategies Fund Cla,USA,NASDAQ,USD,FUND,
NRXP,NRX Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US6294441000
NRXPW,NRx Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,
NSIT,Insight Enterprises Inc,USA,NASDAQ,USD,Common Stock,US45765U1034
NSPR,InspireMD Inc,USA,NASDAQ,USD,Common Stock,US45779A8466
NSSC,NAPCO Security Technologies Inc,USA,NASDAQ,USD,Common Stock,US6304021057
NSTB-UN,Northern Star Investment II Corp,USA,NASDAQ,USD,Common Stock,
NSTG,NanoString Technologies Inc,USA,NASDAQ,USD,Common Stock,US63009R1095
NSTS,NSTS Bancorp Inc,USA,NASDAQ,USD,Common Stock,US6293JP1094
NSYS,Nortech Systems Incorporated,USA,NASDAQ,USD,Common Stock,US6565531042
NTAP,NetApp Inc,USA,NASDAQ,USD,Common Stock,US64110D1046
NTBL,Notable Labs Inc.,USA,NASDAQ,USD,Common Stock,
NTCT,NetScout Systems Inc,USA,NASDAQ,USD,Common Stock,US64115T1043
NTES,NetEase Inc,USA,NASDAQ,USD,Common Stock,US64110W1027
NTGR,NETGEAR Inc,USA,NASDAQ,USD,Common Stock,US64111Q1040
NTIC,Northern Technologies,USA,NASDAQ,USD,Common Stock,US6658091094
NTLA,Intellia Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US45826J1051
NTNX,Nutanix Inc,USA,NASDAQ,USD,Common Stock,US67059N1081
NTRA,Natera Inc,USA,NASDAQ,USD,Common Stock,US6323071042
NTRB,Nutriband Inc,USA,NASDAQ,USD,Common Stock,US67092M2089
NTRBW,Nutriband Inc. Warrant,USA,NASDAQ,USD,Common Stock,
NTRS,Northern Trust Corporation,USA,NASDAQ,USD,Common Stock,US6658591044
NTRSO,Northern Trust Corporation,USA,NASDAQ,USD,Preferred Stock,
NTWK,NetSol Technologies Inc,USA,NASDAQ,USD,Common Stock,US64115A4022
NTZG,Nuveen Global Net Zero Transition ETF,USA,NASDAQ,USD,ETF,US67092P7895
NUBI,Nubia Brand International Corp,USA,NASDAQ,USD,Common Stock,US67022R1032
NUBIU,Nubia Brand International Corp Unit,USA,NASDAQ,USD,Unit,US67022R2022
NUBIW,Nubia Brand International Corp.,USA,NASDAQ,USD,Common Stock,
NURO,NeuroMetrix Inc,USA,NASDAQ,USD,Common Stock,US6412558073
NUTX,Nutex Health Inc,USA,NASDAQ,USD,Common Stock,US67079U1088
NUVL,Nuvalent Inc,USA,NASDAQ,USD,Common Stock,US6707031075
NUWE,Nuwellis Inc,USA,NASDAQ,USD,Common Stock,US67113Y1082
NUZE,Nuzee Inc,USA,NASDAQ,USD,Common Stock,US67073S2086
NVAC,Northview Acquisition Corp,USA,NASDAQ,USD,Common Stock,US66718N1037
NVACR,NorthView Acquisition Corporation Rights,USA,NASDAQ,USD,Common Stock,
NVACW,NorthView Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
NVAX,Novavax Inc,USA,NASDAQ,USD,Common Stock,US6700024010
NVCR,Novocure Ltd,USA,NASDAQ,USD,Common Stock,JE00BYSS4X48
NVCT,Nuvectis Pharma Inc,USA,NASDAQ,USD,Common Stock,US67080T1088
NVD,GraniteShares 1.5x Short NVDA Daily ETF,USA,NASDAQ,USD,ETF,
NVDA,NVIDIA Corporation,USA,NASDAQ,USD,Common Stock,US67066G1040
NVDD,Direxion Daily NVDA Bear 1X Shares,USA,NASDAQ,USD,Common Stock,
NVDL,GraniteShares 1.5x Long NVDA Daily ETF,USA,NASDAQ,USD,ETF,US38747R8271
NVDS,AXS 1.25X NVDA Bear Daily ETF,USA,NASDAQ,USD,ETF,US46144X8424
NVEC,NVE Corporation,USA,NASDAQ,USD,Common Stock,US6294452064
