Code,Name,Country,Exchange,Currency,Type,Isin
PRXM,"Proxim Wireless Corporation",USA,PINK,USD,"Common Stock",
PRXTF,"Pure Extracts Technologies Corp",USA,PINK,USD,"Common Stock",CA74624U1049
PRXXF,"Paradox Interactive AB (publ)",USA,PINK,USD,"Common Stock",
PRXXX,"Pioneer Money Market Trust - Pioneer U.S. Government Money Market Fund",USA,NMFQS,USD,FUND,
PRYMF,"Prysmian S.p.A",USA,PINK,USD,"Common Stock",
PRYMY,"Prysmian SPA ADR",USA,PINK,USD,"Common Stock",US74440L1061
PRYNF,"Backstageplay Inc",USA,PINK,USD,"Common Stock",US25848Q1058
PRYXX,"Pioneer Money Market Trust - Pioneer U.S. Government Money Market Fund",USA,NMFQS,USD,FUND,
PRZFF,"Boundary Gold and Copper Mining Ltd",USA,PINK,USD,"Common Stock",
PRZIX,"T. ROWE PRICE EMERGING MARKETS STOCK FUND T. ROWE PRICE EMERGING MARKETS STOCK FUND-I CLASS",USA,NMFQS,USD,FUND,US77956H4847
PRZM,"Prism Technologies Group Inc",USA,PINK,USD,"Common Stock",US74273Y1001
PRZO,"ParaZero Technologies Ltd. Ordinary Shares",USA,NASDAQ,USD,"Common Stock",
PRZZX,"Putnam Retirement Ready 2040 Cl Y Shs",USA,NMFQS,USD,FUND,
PSA,"Public Storage",USA,NYSE,USD,"Common Stock",US74460D1090
PSA-PF,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PG,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PH,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PI,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PJ,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PK,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PL,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PM,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PN,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PO,"Public Storage",USA,NASDAQ,USD,"Preferred Stock",
PSA-PP,"Public Storage",USA,NASDAQ,USD,"Preferred Stock",
PSA-PQ,"Public Storage",USA,NASDAQ,USD,"Preferred Stock",
PSA-PR,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSA-PS,"Public Storage",USA,NYSE,USD,"Preferred Stock",
PSABX,"SMALLCAP FUND FKA SMALLCAP BLEND FUND R-1",USA,NMFQS,USD,FUND,
PSAIX,"PIMCO GLOBAL ADVANTAGE STRATEGY BOND FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,US72201M4463
PSAJX,"STRATEGIC ASSET MANAGEMENT BALANCED PORTFOLIO CLASS J",USA,NMFQS,USD,FUND,US74254U4168
PSANX,"PIMCO MORTGAGE-BACKED SECURITIES FUND I-3",USA,NMFQS,USD,FUND,
PSAPX,"SMALLCAP S&P 600 INDEX FUND R-1",USA,NMFQS,USD,FUND,
PSBC,"Pacific State Bancorp",USA,PINK,USD,"Common Stock",US6948641096
PSBFX,"STRATEGIC ASSET MANAGEMENT BALANCED PORTFOLIO R-5",USA,NMFQS,USD,FUND,US74254U3582
PSBGX,"STRATEGIC ASSET MANAGEMENT BALANCED PORTFOLIO R-1",USA,NMFQS,USD,FUND,
PSBIX,"STRATEGIC ASSET MANAGEMENT BALANCED PORTFOLIO INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US74254U4242
PSBJX,"SMALLCAP FUND FKA SMALLCAP BLEND FUND CLASS J",USA,NMFQS,USD,FUND,US74253Q5725
PSBKF,"Postal Savings Bank of China Co. Ltd",USA,PINK,USD,"Common Stock",
PSBLX,"STRATEGIC ASSET MANAGEMENT BALANCED PORTFOLIO R-4",USA,NMFQS,USD,FUND,
PSBMX,"SMALLCAP FUND FKA SMALLCAP BLEND FUND R-3",USA,NMFQS,USD,FUND,
PSBPX,"SMALLCAP FUND FKA SMALLCAP BLEND FUND R-5",USA,NMFQS,USD,FUND,
PSBQ,"PSB Holdings Inc",USA,OTCQX,USD,"Common Stock",US69360N1081
PSBSX,"SMALLCAP FUND FKA SMALLCAP BLEND FUND R-4",USA,NMFQS,USD,FUND,
PSBXP,"PS Business Parks Inc.",USA,PINK,USD,"Common Stock",
PSBYP,"PS Business Parks Inc.",USA,PINK,USD,"Common Stock",
PSBZP,"PS Business Parks Inc.",USA,PINK,USD,"Common Stock",
PSC,"Principal U.S. Small-Cap Multi-Factor ETF",USA,NASDAQ,USD,ETF,US74255Y6077
PSCAX,"PALMER SQUARE SSI ALTERNATIVE INCOME FUND CLASS A",USA,NMFQS,USD,FUND,
PSCBF,"Pascal Biosciences Inc",USA,PINK,USD,"Common Stock",
PSCC,"Invesco S&P SmallCap Consumer Staples ETF",USA,NASDAQ,USD,ETF,US46138E1727
PSCCX,"PRUDENTIAL JENNISON SMALL COMPANY FUND INC. CLASS C",USA,NMFQS,USD,FUND,US74441N3098
PSCD,"Invesco S&P SmallCap Consumer Discretionary ETF",USA,NASDAQ,USD,ETF,US46138E1800
PSCE,"Invesco S&P SmallCap Energy ETF",USA,NASDAQ,USD,ETF,US46138E1644
PSCF,"Invesco S&P SmallCap Financials ETF",USA,NASDAQ,USD,ETF,US46138E1560
PSCH,"Invesco S&P SmallCap Health Care ETF",USA,NASDAQ,USD,ETF,US46138E1495
PSCHX,"PRUDENTIAL JENNISON SMALL COMPANY FUND INC. CLASS R2",USA,NMFQS,USD,FUND,
PSCI,"Invesco S&P SmallCap Industrials ETF",USA,NASDAQ,USD,ETF,US46138E1230
PSCIX,"PALMER SQUARE SSI ALTERNATIVE INCOME FUND CLASS I",USA,NMFQS,USD,FUND,US4614182461
PSCJ,"Pacer Swan SOS Conservative (July) ETF",USA,BATS,USD,ETF,
PSCJX,"PRUDENTIAL JENNISON SMALL COMPANY FUND INC. CLASS R4",USA,NMFQS,USD,FUND,
PSCM,"Invesco S&P SmallCap Materials ETF",USA,NASDAQ,USD,ETF,US46138G2012
PSCMX,"Putnam Small Cap Value Class R6",USA,NMFQS,USD,FUND,
PSCNX,"PENN CAPITAL SMALL CAP EQUITY FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,
PSCO,"ProtoSource Corporation",USA,PINK,USD,"Common Stock",US7439584076
PSCQ,"Pacer Swan SOS Conservative (October) ETF",USA,BATS,USD,ETF,
PSCR,"Proto Script Pharmaceutical Corp",USA,PINK,USD,"Common Stock",
PSCRX,"Putnam Sm Cap Val Fd Cl R",USA,NMFQS,USD,FUND,
PSCSX,"PIMCO SMALL CAP STOCKSPLUS AR STRATEGY FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,US72201F7978
PSCT,"Invesco S&P SmallCap Information Technology ETF",USA,NASDAQ,USD,ETF,US46138E1156
PSCU,"Invesco S&P SmallCap Utilities & Communication Services ETF",USA,NASDAQ,USD,ETF,US46138G4091
PSCW,"Pacer Swan SOS Conservative (April) ETF",USA,BATS,USD,ETF,
PSCX,"Pacer Swan SOS Conservative (January) ETF",USA,BATS,USD,ETF,
PSCZX,"PRUDENTIAL JENNISON SMALL COMPANY FUND INC. CLASS Z",USA,NMFQS,USD,FUND,US74441N4088
PSDAX,"SHORT DURATION MUNICIPAL INCOME FUND A",USA,NMFQS,USD,FUND,US6933898438
PSDCX,"SHORT DURATION MUNICIPAL INCOME FUND C",USA,NMFQS,USD,FUND,
PSDIX,"SHORT DURATION MUNICIPAL INCOME FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,
PSDLX,"Putnam Short Duration Incm Fd Cl C",USA,NMFQS,USD,FUND,
PSDM,"PGIM Short Duration Multi-Sector Bond ETF",USA,BATS,USD,ETF,
PSDMF,"Gaming Realms plc",USA,OTCQX,USD,"Common Stock",
PSDN,"AdvisorShares Trust",USA,"NYSE ARCA",USD,ETF,US00768Y3541
PSDNF,"Poseidon Nickel Limited",USA,PINK,USD,"Common Stock",
PSDNX,"Putnam Ultra Short Duration Income Fund Class N",USA,NMFQS,USD,FUND,
PSDPX,"PIMCO SHORT DURATION MUNICIPAL INCOME FUND CLASS P",USA,NMFQS,USD,FUND,
PSDQX,"Putnam Short Duration Income Fd Cl R6",USA,NMFQS,USD,FUND,
PSDRX,"Putnam Short Duration Incm Fd Cl R",USA,NMFQS,USD,FUND,
PSDSX,"PALMER SQUARE ULTRA-SHORT DURATION INVESTMENT GRADE FUND PALMER SQUARE ULTRA-SHORT DURATION INVESTMENT GRADE FUND",USA,NMFQS,USD,FUND,
PSDTX,"Putnam Short Duration Income Fd Cl A",USA,NMFQS,USD,FUND,US74676P7556
PSDUX,"PIMCO Short Duration Municipal Income Fund",USA,NMFQS,USD,FUND,
PSDYX,"Putnam Short Duration Income Fd Cl Y",USA,NMFQS,USD,FUND,US74676P6988
PSEC,"Prospect Capital Corporation",USA,NASDAQ,USD,"Common Stock",US74348T1025
PSEC-PA,"Prospect Capital Corporation",USA,NYSE,USD,"Preferred Stock",
PSECX,"1789 GROWTH AND INCOME FUND CLASS C SHARES",USA,NMFQS,USD,FUND,
PSEP,"Innovator S&P 500 Power Buffer ETF - September",USA,BATS,USD,ETF,
PSEPX,"1789 GROWTH AND INCOME FUND CLASS P SHARES",USA,NMFQS,USD,FUND,
PSET,"Principal Quality ETF",USA,NASDAQ,USD,ETF,US74255Y2019
PSF,"Cohen and Steers Select Preferred and Income Closed Fund",USA,NYSE,USD,FUND,US19248Y1073
PSFAX,"SHORT-TERM FUND ADMINISTRATIVE",USA,NMFQS,USD,FUND,US6933907346
PSFD,"Pacer Swan SOS Flex (December) ETF",USA,BATS,USD,ETF,
PSFE,"Paysafe Ltd",USA,NYSE,USD,"Common Stock",BMG6964L1072
PSFE-WT,"Paysafe Ltd. Wt",USA,NYSE,USD,"Common Stock",
PSFF,"Pacer Funds Trust - Pacer Swan SOS Fund of Funds ETF",USA,BATS,USD,ETF,US69374H5688
PSFIX,"VIRTUS SENIOR FLOATING RATE FUND CLASS I",USA,NMFQS,USD,FUND,US92828R5292
PSFJ,"Pacer Swan SOS Flex (July) ETF",USA,BATS,USD,ETF,
PSFM,"Pacer Swan SOS Flex (April) ETF",USA,BATS,USD,ETF,
PSFO,"Pacer Funds Trust - Pacer Swan SOS Flex (October) ETF",USA,BATS,USD,ETF,
PSFRX,"VIRTUS SENIOR FLOATING RATE FUND CLASS A",USA,NMFQS,USD,FUND,US92828R5458
PSFT,"Powersafe Technology Corp",USA,PINK,USD,"Common Stock",US7127131065
PSFYX,"PACE STRATEGIC FIXED INCOME INVESTMENTS CLASS Y",USA,NMFQS,USD,FUND,
PSGAX,"VIRTUS KAR SMALL-CAP GROWTH FUND CLASS A",USA,NMFQS,USD,FUND,US92828N6278
PSGCX,"VIRTUS KAR SMALL-CAP GROWTH FUND CLASS C",USA,NMFQS,USD,FUND,
PSGFF,"Precious Shipping Public Company Limited",USA,PINK,USD,"Common Stock",
PSGFX,"STRATEGIC ASSET MANAGEMENT STRATEGIC GROWTH PORTFOLIO R-5",USA,NMFQS,USD,FUND,
PSGGX,"STRATEGIC ASSET MANAGEMENT STRATEGIC GROWTH PORTFOLIO R-1",USA,NMFQS,USD,FUND,
PSGI,"ALL-Q-TELL Corp",USA,PINK,USD,"Common Stock",
PSGIX,"BLACKROCK SMALL CAP GROWTH EQUITY PORTFOLIO INSTITUTIONAL",USA,NMFQS,USD,FUND,US0919281016
PSGKX,"BlackRock Advantage Small Cap Growth Fund Class K",USA,NMFQS,USD,FUND,
PSGLX,"STRATEGIC ASSET MANAGEMENT STRATEGIC GROWTH PORTFOLIO R-4",USA,NMFQS,USD,FUND,
PSGPX,"STRATEGIC ASSET MANAGEMENT STRATEGIC GROWTH PORTFOLIO R-3",USA,NMFQS,USD,FUND,
PSGQX,"PRUDENTIAL JENNISON FOCUSED GROWTH FUND CLASS Q",USA,NMFQS,USD,FUND,
PSGR,"Pershing Resources Company Inc",USA,PINK,USD,"Common Stock",
PSGRX,"PUTNAM SMALL CAP GROWTH FUND CLASS R SHARES",USA,NMFQS,USD,FUND,
PSGTF,"PT Semen Indonesia (Persero) Tbk",USA,PINK,USD,"Common Stock",
PSGTY,"Semen Indonesia Persero Tbk PT",USA,PINK,USD,"Common Stock",US69367J1007
PSHAX,"SHORT-TERM FUND A",USA,NMFQS,USD,FUND,US6933912114
PSHCX,"PIONEER SHORT TERM INCOME FUND PIONEER SHORT TERM INCOME FUND: CLASS Y",USA,NMFQS,USD,FUND,US72387U3032
PSHG,"Performance Shipping Inc",USA,NASDAQ,USD,"Common Stock",MHY673051212
PSHIF,"PetroShale Inc",USA,OTCQB,USD,"Common Stock",
PSHIX,"SHORT-TERM INCOME FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US74254U4408
PSHNX,"PENN CAPITAL DEFENSIVE SHORT DURATION HIGH INCOME FUND PENN CAPITAL DEFENSIVE SHORT DURATION HIGH INCOME FUND",USA,NMFQS,USD,FUND,
PSHPF,"Pro-Ship Incorporated",USA,PINK,USD,"Common Stock",
PSHYX,"Pioneer Short Term Incme Fund Class",USA,NMFQS,USD,FUND,US72387U4022
PSHZF,"Pershing Square Holdings Ltd",USA,PINK,USD,"Common Stock",GG00BPFJTF46
PSI,"Invesco Dynamic Semiconductors ETF",USA,"NYSE ARCA",USD,ETF,US46137V6478
PSIAX,"PRUDENTIAL QMA STOCK INDEX FUND CLASS A",USA,NMFQS,USD,FUND,US74441F1084
PSIBX,"PUTNAM DIVERSIFIED INCOME TRUST CLASS B SHARES",USA,NMFQS,USD,FUND,
PSICX,"PRUDENTIAL QMA STOCK INDEX FUND CLASS C",USA,NMFQS,USD,FUND,US74441F3064
PSIFX,"PRUDENTIAL QMA STOCK INDEX FUND CLASS Z",USA,NMFQS,USD,FUND,US74441F5044
PSIJX,"SMALLCAP GROWTH FUND I CLASS J",USA,NMFQS,USD,FUND,
PSIL,"AdvisorShares Psychedelics ETF",USA,"NYSE ARCA",USD,ETF,US00768Y3624
PSILX,"SPECTRUM INTERNATIONAL FUND SPECTRUM INTERNATIONAL FUND",USA,NMFQS,USD,FUND,US7799063042
PSIMX,"SHORT-TERM INCOME FUND R-1",USA,NMFQS,USD,FUND,
PSIOX,"SHORT-TERM INCOME FUND R-3",USA,NMFQS,USD,FUND,
PSIPX,"SHORT-TERM INCOME FUND R-4",USA,NMFQS,USD,FUND,
PSIQ,"Profile Solutions Inc",USA,OTCCE,USD,"Common Stock",US74317L1061
PSIQX,"SHORT-TERM INCOME FUND R-5",USA,NMFQS,USD,FUND,
PSIX,"Power Solutions International Inc",USA,PINK,USD,"Common Stock",US73933G2021
PSJ,"Invesco Dynamic Software ETF",USA,"NYSE ARCA",USD,ETF,US46137V6395
PSJIX,"SHORT-TERM INCOME FUND CLASS J",USA,NMFQS,USD,FUND,US74255L6056
PSK,"SPDR® ICE Preferred Securities ETF",USA,"NYSE ARCA",USD,ETF,US78464A2924
PSKCX,"VIRTUS KAR MID-CAP GROWTH FUND CLASS C",USA,NMFQS,USD,FUND,
PSKIX,"PIMCO INTERNATIONAL STOCKSPLUS AR STRATEGY FUND (UNHEDGED) INSTITUTIONAL",USA,NMFQS,USD,FUND,US72201F5733
PSKNX,"PIMCO StocksPLUS International Fund-3",USA,NMFQS,USD,FUND,
PSKOF,"Polski Koncern Naftowy ORLEN Spólka Akcyjna",USA,PINK,USD,"Common Stock",
PSKPX,"PIMCO STOCKSPLUS FUND CLASS P",USA,NMFQS,USD,FUND,
PSL,"Invesco DWA Consumer Staples Momentum ETF",USA,NASDAQ,USD,ETF,US46137V8862
PSLAX,"PUTNAM SMALL CAP VALUE FUND CLASS A SHARES",USA,NMFQS,USD,FUND,US7468026106
PSLBX,"PUTNAM SMALL CAP VALUE FUND CLASS B SHARES",USA,NMFQS,USD,FUND,
PSLCX,"PUTNAM SMALL CAP VALUE FUND CLASS C SHARES",USA,NMFQS,USD,FUND,
PSLDX,"PIMCO STOCKSPLUS LONG DURATION FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,US72201F4330
PSLGX,"Putnam Sustainable Leaders Fund6",USA,NMFQS,USD,FUND,
PSLIX,"SMALLCAP FUND FKA SMALLCAP BLEND FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,
PSLV,"Sprott Physical Silver",USA,"NYSE ARCA",USD,ETF,CA85207K1075
PSMD,"Pacer Funds Trust - Pacer Swan SOS Moderate (December) ETF",USA,BATS,USD,ETF,
PSMEX,"Putnam Short-Term Muni Income Fd Cl A",USA,NMFQS,USD,FUND,
PSMHX,"Principal Small-MidCap Growth Fund Institutional",USA,NMFQS,USD,FUND,
PSMIX,"GLOBAL MULTI-STRATEGY FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US74255L6965
PSMJ,"Pacer Swan SOS Moderate (July) ETF",USA,BATS,USD,ETF,
PSMJX,"SMALLCAP VALUE FUND II CLASS J",USA,NMFQS,USD,FUND,
PSMKX,"Pioneer Select Mid Cap Growth FundClass",USA,NMFQS,USD,FUND,
PSMLX,"SMALLCAP FUND FKA SMALLCAP BLEND FUND R-6",USA,NMFQS,USD,FUND,
PSMMF,"Persimmon PLC",USA,PINK,USD,"Common Stock",GB0006825383
PSMMY,"Persimmon Plc",USA,PINK,USD,"Common Stock",US7153181018
PSMO,"Pacer Swan SOS Moderate (October) ETF",USA,BATS,USD,ETF,
PSMPX,"PENN CAPITAL SMALL/MID CAP EQUITY FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,
PSMR,"Pacer Swan SOS Moderate (April) ETF",USA,BATS,USD,ETF,
PSMT,"PriceSmart Inc",USA,NASDAQ,USD,"Common Stock",US7415111092
PSMTX,"Putnam Short-Term Muni Income Fd Cl C",USA,NMFQS,USD,FUND,
PSMVX,"SMALLCAP VALUE FUND II R-6",USA,NMFQS,USD,FUND,
PSMYX,"Putnam Short-Term Muni Income Fd Cl Y",USA,NMFQS,USD,FUND,
PSN,"Parsons Corp",USA,NYSE,USD,"Common Stock",US70202L1026
PSNCS,"Public Sneaker Collection LLC",USA,OTCGREY,USD,"Common Stock",
PSNL,"Personalis Inc",USA,NASDAQ,USD,"Common Stock",US71535D1063
PSNNX,"PIMCO StocksPLUS Short Fund-3",USA,NMFQS,USD,FUND,
PSNSX,"PIMCO StocksPLUS Small Fund-3",USA,NMFQS,USD,FUND,
PSNY,"Polestar Automotive Holding UK PLC Class A ADS",USA,NASDAQ,USD,"Common Stock",US7311052010
PSNYW,"Polestar Automotive Holding UK PLC Class C-1 ADS (ADW)",USA,NASDAQ,USD,"Common Stock",
PSNYX,"DREYFUS NEW YORK AMT-FREE MUNICIPAL BOND FUND CLASS A",USA,NMFQS,USD,FUND,US26201V1035
PSO,"Pearson PLC ADR",USA,NYSE,USD,"Common Stock",US7050151056
PSOAX,"JPMORGAN SMALL CAP VALUE FUND CLASS A",USA,NMFQS,USD,FUND,US4812C17696
PSOCX,"STOCKSPLUS TOTAL RETURN FUND C",USA,NMFQS,USD,FUND,US72200Q5962
PSOIX,"Palmer Square Opportunistic Income Fund",USA,NASDAQ,USD,FUND,
PSOPX,"JPMORGAN SMALL CAP VALUE FUND SELECT CLASS",USA,NMFQS,USD,FUND,US4812C17936
PSORF,"Pearson plc",USA,PINK,USD,"Common Stock",
PSP,"Invesco Global Listed Private Equity ETF",USA,"NYSE ARCA",USD,ETF,US46137V5892
PSPAX,"STOCKSPLUS FUND A",USA,NMFQS,USD,FUND,US6933913930
PSPCX,"STOCKSPLUS FUND C",USA,NMFQS,USD,FUND,US6933914193
PSPFX,"GLOBAL RESOURCES FUND GLOBAL RESOURCES FUND",USA,NMFQS,USD,FUND,US9114762084
PSPIX,"SMALLCAP S&P 600 INDEX FUND R-6",USA,NMFQS,USD,FUND,
PSPJX,"LARGECAP S&P 500 INDEX FUND CLASS J",USA,NMFQS,USD,FUND,US74253Q7960
PSPLX,"PIMCO STOCKSPLUS AR SHORT STRATEGY FUND CLASS P",USA,NMFQS,USD,FUND,
PSPNX,"PIMCO StocksPLUS Absolute Return Fund-3",USA,NMFQS,USD,FUND,
PSPRX,"STOCKSPLUS FUND R",USA,NMFQS,USD,FUND,
PSPSF,"PSP Swiss Property AG",USA,PINK,USD,"Common Stock",
PSPTX,"STOCKSPLUS TOTAL RETURN FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,US7220056425
PSPW,"3Power Energy Group Inc",USA,PINK,USD,"Common Stock",US88580V1044
PSQ,"ProShares Short QQQ",USA,"NYSE ARCA",USD,ETF,US74347B7148
PSQGX,"PORT STREET QUALITY GROWTH FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,
PSQH,"PSQ Holdings Inc.",USA,NYSE,USD,"Common Stock",
PSR,"Invesco Active U.S. Real Estate Fund",USA,"NYSE ARCA",USD,ETF,US46090A1016
PSRAX,"PIONEER STRATEGIC INCOME FUND PIONEER STRATEGIC INCOME FUND: CLASS A",USA,NMFQS,USD,FUND,US7238841024
PSRCX,"PIONEER STRATEGIC INCOME FUND PIONEER STRATEGIC INCOME FUND: CLASS C",USA,NMFQS,USD,FUND,US7238843004
PSRIX,"PIMCO SENIOR FLOATING RATE FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US72201W7902
PSRPX,"PIMCO SENIOR FLOATING RATE FUND CLASS P",USA,NMFQS,USD,FUND,
PSRU,"Valiant Eagle Inc",USA,PINK,USD,"Common Stock",US91916V2025
PSRWX,"PIMCO SENIOR FLOATING RATE FUND CLASS C",USA,NMFQS,USD,FUND,
PSRZX,"PIMCO SENIOR FLOATING RATE FUND CLASS A",USA,NMFQS,USD,FUND,US72201W7589
PSSAX,"PIMCO STOCKSPLUS AR SHORT STRATEGY FUND A",USA,NMFQS,USD,FUND,
PSSCX,"PIMCO STOCKSPLUS AR SHORT STRATEGY FUND C",USA,NMFQS,USD,FUND,
PSSIX,"SMALLCAP S&P 600 INDEX FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US74253Q5238
PSSJX,"SMALLCAP S&P 600 INDEX FUND CLASS J",USA,NMFQS,USD,FUND,US74253Q5311
PSSMX,"SMALLCAP S&P 600 INDEX FUND R-3",USA,NMFQS,USD,FUND,US74253J1806
PSSOF,"PesoRama Inc.",USA,PINK,USD,"Common Stock",
PSSPX,"SMALLCAP S&P 600 INDEX FUND R-5",USA,NMFQS,USD,FUND,US74253J2143
PSSR,"Passur Aerospace Inc",USA,PINK,USD,"Common Stock",US70285Y1047
PSSRX,"PRUDENTIAL FINANCIAL SERVICES FUND CLASS R",USA,NMFQS,USD,FUND,
PSSS,"Puissant Industries Inc",USA,PINK,USD,"Common Stock",US69364C1080
PSSSX,"SMALLCAP S&P 600 INDEX FUND R-4",USA,NMFQS,USD,FUND,US74253J2226
PST,"ProShares UltraShort 7-10 Year Treasury",USA,"NYSE ARCA",USD,ETF,US74347R3131
PSTAX,"VIRTUS KAR CAPITAL GROWTH FUND CLASS A",USA,NMFQS,USD,FUND,US92828N5106
PSTCX,"VIRTUS MULTI-SECTOR SHORT TERM BOND FUND CLASS C",USA,NMFQS,USD,FUND,US92828R6282
PSTEX,"Managed Portfolio Series - Principal Street Short Term Municipal Fund",USA,NMFQS,USD,"Mutual Fund",
PSTG,"Pure Storage Inc",USA,NYSE,USD,"Common Stock",US74624M1027
PSTIX,"STOCKSPLUS TR SHORT STRATEGY FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,US6933904863
PSTKX,"STOCKSPLUS FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,US6933904038
PSTL,"Postal Realty Trust Inc",USA,NYSE,USD,"Common Stock",US73757R1023
PSTNX,"PIMCO StocksPLUS Fund-3",USA,NMFQS,USD,FUND,
PSTNY,"PostNL N.V",USA,PINK,USD,"Common Stock",
PSTO,"Powerstorm Holdings Inc",USA,PINK,USD,"Common Stock",
PSTP,"Innovator Power Buffer Step-Up Strategy ETF",USA,"NYSE ARCA",USD,ETF,US45783Y7233
PSTQX,"PRUDENTIAL SHORT-TERM CORPORATE BOND FUND INC. CLASS Q",USA,NMFQS,USD,FUND,US74441R6071
PSTV,"Plus Therapeutics Inc",USA,NASDAQ,USD,"Common Stock",US72941H4002
PSTVY,"Postal Savings Bank of China Co Ltd ADR",USA,PINK,USD,"Common Stock",US73757Q1040
PSTWX,"SMALLCAP VALUE FUND II R-4",USA,NMFQS,USD,FUND,
PSTX,"Poseida Therapeutics Inc",USA,NASDAQ,USD,"Common Stock",US73730P1084
PSTYX,"Managed Portfolio Series - Principal Street Short Term Municipal Fund",USA,NMFQS,USD,"Mutual Fund",
PSUD,"Petrosun Inc",USA,PINK,USD,"Common Stock",US71676G1085
PSUYX,"Pioneer Global Sustainable Value Fund Class Y",USA,NMFQS,USD,FUND,
PSVDX,"PGIM QMA SMALL-CAP VALUE FUND CLASS R2",USA,NMFQS,USD,FUND,
PSVIX,"ALLIANZGI NFJ SMALL-CAP VALUE FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,US0189186986
PSVKX,"PGIM QMA SMALL-CAP VALUE FUND CLASS R4",USA,NMFQS,USD,FUND,
PSWD,"Xtrackers Cybersecurity Select Equity ETF",USA,NASDAQ,USD,ETF,US23306X8039
PSWIX,"STRATEGIC ASSET MANAGEMENT STRATEGIC GROWTH PORTFOLIO INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US74254V1098
PSWJX,"STRATEGIC ASSET MANAGEMENT STRATEGIC GROWTH PORTFOLIO CLASS J",USA,NMFQS,USD,FUND,US74254V2088
PSWR,"Prism Software Corporation",USA,PINK,USD,"Common Stock",US7426461023
PSWW,"Principal Solar Inc",USA,PINK,USD,"Common Stock",US74255T2024
PSX,"Phillips 66",USA,NYSE,USD,"Common Stock",US7185461040
PSYBF,"PsyBio Therapeutics Corp",USA,PINK,USD,"Common Stock",
PSYC,"Global Payout Inc.",USA,PINK,USD,"Common Stock",US3794001046
PSYCF,"Psyched Wellness Ltd",USA,OTCQB,USD,"Common Stock",
PSYGF,"Psyence Group Inc",USA,OTCQB,USD,"Common Stock",
PSYGX,"Putnam Small Cap Growth Fund Class Y",USA,NMFQS,USD,FUND,
PSYPX,"PALMER SQUARE INCOME PLUS FUND PALMER SQUARE INCOME PLUS FUND",USA,NMFQS,USD,FUND,US46141P3881
PSYTF,"Pason Systems Inc",USA,PINK,USD,"Common Stock",
PSZKF,"Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna",USA,PINK,USD,"Common Stock",
PSZKY,"Powszechna Kasa Oszczednosci Bank Polski SA ADR",USA,PINK,USD,"Common Stock",US69341F1093
PT,"Pintec Technology Holdings Ltd",USA,NASDAQ,USD,"Common Stock",US72352G2066
PTA,"Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund",USA,NYSE,USD,"Common Stock",
PTAAX,"PRINCETON LONG/SHORT TREASURY FUND CLASS A SHARES",USA,NMFQS,USD,FUND,
PTAEX,"PUTNAM TAX EXEMPT INCOME FUND CLASS A SHARES",USA,NMFQS,USD,FUND,US7468701047
PTAIF,"PT Astra International Tbk",USA,PINK,USD,"Common Stock",
PTAIX,"Princeton Long/Short Treasury Fund Class",USA,NMFQS,USD,FUND,
PTAIY,"Astra International Tbk PT",USA,PINK,USD,"Common Stock",US69367X1090
PTALF,"PetroTal Corp",USA,OTCQX,USD,"Common Stock",
PTAM,"Potash America Inc",USA,PINK,USD,"Common Stock",US7375491054
PTAOX,"Performance Trust Strategic Bond Fund Class A",USA,NMFQS,USD,FUND,
PTATX,"T Rowe Price Total Return Fund Advisor C",USA,NMFQS,USD,FUND,
PTAUY,"Port of Tauranga Ltd ADR",USA,PINK,USD,"Common Stock",US7354401090
PTAXX,"Money Market Obligations Trust - Federated Prime Cash Obligations Fund",USA,NMFQS,USD,FUND,
